id_cas;cas_nom_dossier;cas_zone_nom;cas_zone_code;cas_zone_type;cas_AAAA;cas_MM;cas_JJ;cas_resume;cas_resume_web;cas_public;cas_temoignages_nb;cas_temoins_nb;cas_temoins_nb_approx;cas_nb_PAN;cas_nb_PAN_approx;cas_MinCercleInscrit_Lat;cas_MinCercleInscrit_Lng;cas_MinCercleInscrit_Err;cas_date_maj;cas_etrangete;cas_etrangete_err;cas_etrangete_calc;cas_etrangete_calc_err;cas_fiabilite;cas_fiabilite_err;cas_fiabilite_calc;cas_qte_information;cas_qte_information_calc;cas_consistance;cas_consistance_calc;cas_consistance_calc_err;cas_classification;cas_classification_calc;cas_numEtude
1451;"VIELLE-SOUBIRAN (40) 20.08.1991";Landes;40;"(D) Departement";1991;08;20;"Le 20/08/1991 vers 5 h 30, deux gendarmes en patrouille observent durant un bref instant une sphere bleutee tres brillante se deplaeant e tres grande vitesse et avec une trainee importante d'etincelles .  Aucun autre temoin n'a pu etre trouve mais le phenomene decrit s'apparente e une rentree atmospherique naturelle ou artificielle.";"Observation vraisemblable d'une rentree atmospherique";O;1;;;;;;;;2007-03-22;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1991-08-01244
1452;"SAINT-MARTIN-DE-CRAU (13) --.08.1991";Bouches-du-Rhene;13;"(D) Departement";1991;08;--;"Un temoin rapporte qu'en 1991 vers la mi-aoet, elle a pu apercevoir vers 22h 30 un ensemble de points lumineux blancs qui se mouvaient anarchiquement dans le ciel. Ces points tres haut dans le ciel, ont soudainement forme un ballet s'organisant en diverses formes geometriques. Ceci a dure environ 5 minutes avant que l'ensemble ne se rassemble en un point pour disparaetre en laissant une breve trainee phosphorescente.  Cette personne a probablement  ete temoin du fonctionnement de courte duree d'un projecteur laser de discotheque qui donne typiquement ce genre de formation dans le ciel. Le temoin indique d'ailleurs qu'une boite de nuit dans un village voisin dispose de ce type d'outil.";"Probable observation de rayons laser d'un projecteur de discotheque.";O;1;;;;;;;;2010-03-30;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1991-01-01777
1453;"VILLY (08) 05.09.1991";Ardennes;08;"(D) Departement";1991;09;05;"Le 05 septembre 1991 vers 23h30, un temoin observe le passage e deux reprises et e 15mn d'intervalle de 3 points lumineux en triangle, pointe vers l'arriere, avec deux points rouges vers l'avant et un point blanc vers l'arriere suivant le sens du deplacement. La vitesse etait lente et le deplacement silencieux. Aucun autre element concernant cette observation.";"Observation du passage de deux points rouges et un blanc en triangle : manque d'information.";O;1;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1991-09-01245
1454;"CLERMONT-FERRAND (63) 19.09.1991";Puy-de-Deme;63;"(D) Departement";1991;09;19;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque en cas de type e C e et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification explicite dans une note d'enquete. Ce cas d'observation fait partie de cas classes e C e en 1991 par le SEPRA et precedemment nomme Cournon-d'Auvergne (63) du nom de la brigade de gendarmerie. <br> Le 19 septembre 1991 e 5h25, la gendarmerie de Cournon d'Auvergne (63) est avisee par un temoin domicilie e Clermont-Ferrand (63) de la presence d'un point lumineux dans le ciel. Le gendarme de service reussit e observer le PAN. Un deuxieme temoin anonyme contacte la gendarmerie e 5h 30  pour signaler la presence du PAN et un troisieme appel e 5h40 emanant du commissariat  de police de Clermont-Ferrand confirme les faits. Le PAN est decrit comme ayant l'apparence d'une e grosse etoile e, e degageant une forte lumiere blanche e. La taille apparente du PAN etait tres petite, car il est compare e un e point lumineux e. Son observation aux jumelles n'apporte aucun detail.<br>  Le phenomene decrit presente beaucoup de caracteristiques communes (duree d'observation, taille, couleur) avec un objet astronomique parfaitement connu : la planete Venus. De plus, cette planete etait bien presente et de forte magnitude dans la zone du ciel observee alors que les temoins n'en font pas mention.<br>  Ce n'est pas la perception visuelle des temoins qui est en cause, mais l'interpretation que les temoins font de leur observation e travers leur ressenti (etonnement, fatigue, observation de nuit). <br>  Dans la classification actuelle du GEIPAN, ce cas d'etrangete faible est classe comme PAN A, observation liee e une meprise avec  la planete Venus.";"Observations d'une lumiere intense blanche statique dans le ciel : meprise avec Venus.";O;1;;;;;;;;2016-09-20;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1991-09-01246
1455;"CERGY (95) --.09.1991";Val-d'Oise;95;"(D) Departement";1991;09;--;"Temoignage recent (31/07/2009) d'une observation ancienne (septembre 1990 ou 1991, le temoin ne se souvient plus exactement de la date). Un temoin raconte avoir observe au crepuscule, le lent deplacement d'un objet circulaire de grandes dimensions (entre 20 et 40 metres) qui emettait un grondement regulier. Durant 3 e 4 minutes, cette personne a pu voir des lumieres clignotantes de diverses couleurs sur le pourtour de l'objet. Celui-ci avait une trajectoire rectiligne NE-SO e une altitude comprise entre 100 et 200 metres. L'objet a disparu sans changer de trajectoire en se fondant dans le ciel.  Le temoin ira deposer une main courante e la police du secteur. Aucun autre temoignage n'a ete recueilli sur ce phenomene.  L'anciennete de l'observation rend toute enquete difficile voir impossible.  Suite e un nouveau courrier du temoin (en date du 14 septembre 2010), celui-ci nous precise la date d'observation qui devient septembre 1991(pas de presision sur le jour) et nous joint des documents sur la trajectoire prise par l'objet ainsi qu'une representation shematisee qu'il a fait de l'objet observe (voir courrier temoin).";"Observation du passage d'un objet rond de grandes dimensions.";O;1;;;;;;;;2010-09-15;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1990-09-02515
1457;"SUD-OUEST 10.10.1991";Occitanie;OCC;"(R) Region";1991;10;10;"Le 10/10/1991 vers 21h30 de nombreux temoins repartis dans tous les departements du Sud-Ouest ont observe pendant quelques secondes une tres vive lueur blanche se deplaeant tres rapidement avec une trainee importante dans une direction generalement indiquee Nord Sud. Certains temoins ont egalement entendu une forte explosion accompagnant le phenomene.<br>  Un article dans le journal local a permis e de nombreux temoins de se manifester.<br>  Les caracteristiques de l'observation privilegie l'hypothese d'une rentree atmospherique de grande ampleur, probablement naturelle compte tenu de la direction observee.";"Observations par de nombreux temoins d'une probable rentree atmospherique de grande ampleur.";O;18;;;;;;;;2012-01-17;;;0.36;0.13;;;;;;;0.64;0.36;B;B;1991-10-01248
1458;"LANTEFONTAINE (54) 20.10.1991";Meurthe-et-Moselle;54;"(D) Departement";1991;10;20;"Ce cas d'observation deje publie sous le nom de BRIEY (54) avec une classification ""B"", probable observation d'un astre, a ete l'objet d'une nouvelle analyse en 2009.<br> Entre le 20 et le 24 octobre 1991 entre 6 et 8h, deux  temoins sont intrigues par la presence d'un phenomene lumineux dans le ciel. Un des temoins filme avec son camescope les apparitions de ce point tres brillant. Les gendarmes constateront egalement la presence d'un point lumineux toujours au meme endroit dans le ciel.<br> Lors de la prise de vue avec un zoom maximal, une sphere avec deux ""encoches"" apparait : ceci se revelera etre un probleme lie e l'objectif du camescope.<br> Suite e une verification astronomique, l'enquete revelera que ""l'etoile du berger"" etait bien visible dans ce secteur du ciel aux dates indiquees et qu'elle etait en phase maximum d'eclat avec une magnitude pouvant atteindre  -4,46 dans cette periode.<br> Au vu du complement d'enquete, le GEIPAN classe ce cas ""A"" comme parfaitement identifie : observations successives de la planete Venus.";"Observations successives d'un point lumineux dans le ciel : observation de Venus.";O;2;;;;;;;;2017-02-06;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1991-10-01250
1461;"SUD-OUEST 28.11.1991";France;FR;"(N) National";1991;11;28;"Le 28 novembre 1991 vers 22h30 au moins 25 temoins repartis sur la cete atlantique et le Sud-Ouest ont vu pendant une dizaine de secondes une boule tres lumineuse de couleur verte circulant e grande vitesse sans bruit. Selon certains temoignages cette boule s'est desintegree dans une gerbe d'etincelles. La direction generale deduite des temoignages semble etre Sud-Est Nord-Ouest.<br>  Il est tres vraisemblable qu'il s'agisse de la rentree atmospherique d'un debris spatial.";"Observations vraisemblables d'une rentree atmospheriques de grande ampleur.";O;26;;;;;;;;2012-01-17;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1991-11-01253
1462;"SUD-OUEST 10.12.1991";Nouvelle-Aquitaine;NAQ;"(R) Region";1991;12;10;"Observations le 10 decembre 1991 dans la soiree par des temoins situes dans les Hautes Pyrenees et en Gironde d'un phenomene lumineux dont les caracteristiques font penser e une rentree atmospherique.";"Observations vraisemblables d'une rentree atmospherique.";O;3;;;;;;;;2012-01-17;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1991-12-01255
1465;"VENTEROL (26) 06.02.1992";Dreme;26;"(D) Departement";1992;02;06;"Le 10 fevrier 1992 vers 7h30 un temoin unique en voiture observe une forme ovale marron et orangee de la taille d'un helicoptere et immobile. L'observation a dure environ 15 secondes environ.  Aucune information n'a pu etre recueillie permettant de confirmer et d'expliquer cette observation.";"Observation durant une quinzaine de secondes d'une forme ovale marron";O;1;;;;;;;;2013-05-06;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1992-02-01257
1466;"ARUDY (64) 1992";Pyrenees-Atlantiques;64;"(D) Departement";1992;03;01;"Le 01 mars 1992 vers 3h30, un temoin et une dizaine de ses invites ont pu voir une masse lumineuse se deplacer lentement dans le ciel avec une trainee de diverses couleurs. Aucun des invites presents n'a ete auditionne.  Au meme moment dans le departement, d'autres temoins en voiture ont observe un phenomene similaire durant 30 e 40 secondes. Chacun des temoignages est assez succinct mais la reunion de l'ensemble permet de penser qu'il s'agit d'une rentree atmospherique.";"Observation probable d'une rentree atmospherique.";O;2;;;;;;;;2007-03-22;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1992-02-01258
1469;"MONTIVILLIERS (76) 25.04.1992";Seine-Maritime;76;"(D) Departement";1992;04;25;"Le 25 avril 1992 vers 7h30, un temoin observe 3 points lumineux formant un triangle dans le ciel. L'ensemble semblait former un engin de grande dimension tournant lentement sur lui-meme. L'observation a dure une vingtaine de minutes. Aucune autre information n'a ete recueillie.";"Observation pendant une vingtaine de minutes de 3 points lumineux en triangle : manque d'information.";O;1;1;;1;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1992-04-01261
1470;"GUERARD (77) 12.05.1992";Seine-et-Marne;77;"(D) Departement";1992;05;12;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification.<br>
Ce cas d'observation precedemment classe D et nomme COULOMMIERS (77) 12.05.1992 fait partie d'un ensemble de cas reexamines recemment.<br> 
Le 12 mai 1992 vers 22 heures 30, un temoin depuis le 1er etage de son domicile observe ""un spot lumineux jaune"" dans le ciel. Rejoint par un second temoin (T2), ils observent le PAN qui semble s'allonger et suit lentement une trajectoire montante. Dans une derniere phase le PAN change de direction en laissant apparaetre derriere lui une trainee jaune. Aucun bruit n'est entendu durant l'observation. Le PAN s'eloigne progressivement. Ces deux temoignages sont enregistres en gendarmerie qui mene une enquete (voir PV). Le T1 rapporte en debut de proces verbal d'audition deux autres observations faites anterieurement.<br>
Le PAN observe par les deux temoins s'apparente e un simple aeronef, observe dans une premiere phase de face, feux d'atterrissage allumes, semblant immobile ou se deplaeant lentement car en direction des temoins ;  puis dans une seconde et troisieme phase, ayant effectue un virage tout en gagnant de l'altitude jusqu'e rencontrer une couche atmospherique plus propice e la formation d'une traenee de condensation, et semblant se deplacer rapidement en e accelerant brutalement e apres son virage, car observe e present plus transversalement (voir le compte-rendu d'enquete).<br>

Cette trainee de condensation a meme commence probablement e etre visible en fin de premiere phase, comme etant tres courte, mais comme les temoins n'ont pas pu distinguer l'avion de sa trainee, ils ont dans un premier temps assimile le tout comme etant un seul et unique objet e s'allongeant e, pour ensuite, lorsque cette trainee s'allonge davantage apres le virage, distinguer les deux.<br>

Cet avion pourrait avoir decolle en vol VFRn (vol de nuit) de l'aeroport d'Auxerre-Branches et se diriger vers le nord, face aux temoins, avant d'effectuer un virage vers le nord-est, vers sa destination finale.<br>

L'apparence du PAN decrite par les temoins en phase 1 (e spot lumineux de couleur jaune e brillant d'un e eclat tres fort e) est tout e fait compatible avec cette hypothese, qu'ils ne rejettent que pour l'absence de bruit pereu. Or, e grande distance et en fonction du vent (porteur ou non), le bruit d'un aeronef peut tres bien ne pas etre pereu.<br>

Dans la seconde phase, la description faite par les temoins (e trainee lumineuse tres longue de la meme couleur que lui e) cadre tout e fait avec l'observation d'une traenee de condensation produite par cet avion, se trouvant e cet instant e une altitude propice e la formation d'une telle traenee.<br>

L'observation s'etant deroulee au crepuscule, nous avons tente de determiner s'il etait possible que cette traenee soit encore eclairee par le soleil, se trouvant deje e 10e sous l'horizon au moment de l'observation. Malheureusement, trop d'incertitudes sur les donnees existantes et de variables sensibles aux mesures sont presentes et ne permettent pas de conclure de faeon certaine sur ce point.<br>

En consequence GEIPAN classe le cas en B : observation probable d'un avion.
";"Observations d'un spot lumineux jaune fixe changeant ensuite de forme et se deplaeant sur une trajectoire montante ; changement de direction et eloignement : observation d'un avion.";O;2;2;;1;;;;;2018-05-29;;;0.40;0.00;;;0.80;;0.80;;0.64;0.00;B;B;1992-05-01262
1471;"GORDES (84) 1992";Vaucluse;84;"(D) Departement";1992;05;23;"Le 23 mai 1992 vers minuit 2 temoins dans 2 vehicules differents observent durant deux e trois secondes une lumiere tres vive. Le temps etait orageux mais les temoins n'ont pas pu assimiler le phenomene e un eclair.";"Observation d'une lumiere tres vive par temps orageux";O;2;;;;;;;;2011-10-03;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1992-05-01263
